loss,accuracy,f1-score,val_loss,val_accuracy,val_f1-score
0.36126527190208435,0.8484222888946533,0.5816965103149414,10.512713432312012,0.29893404245376587,0.4571061432361603
0.20064519345760345,0.9240297079086304,0.7637349367141724,7.896684646606445,0.2995152473449707,0.4583101272583008
0.18833310902118683,0.9259589910507202,0.7753984928131104,0.7746533155441284,0.6646236777305603,0.1975734978914261
0.1683654487133026,0.9364705681800842,0.8082307577133179,10.360583305358887,0.29763972759246826,0.4570555090904236
0.14420241117477417,0.9455966949462891,0.8352767825126648,2.0903866291046143,0.35998252034187317,0.46257147192955017
0.11404954642057419,0.9571993947029114,0.8714369535446167,1.798132061958313,0.3807261884212494,0.46732622385025024
0.10512526333332062,0.9614617824554443,0.8845259547233582,2.7301430702209473,0.30697453022003174,0.45996174216270447
0.14690308272838593,0.9457607865333557,0.8341867923736572,0.6314302086830139,0.702913224697113,0.2570308446884155
0.12767380475997925,0.9505869150161743,0.8561895489692688,0.7040711641311646,0.702913224697113,0.2009415179491043
0.14489510655403137,0.9439356923103333,0.8349232077598572,1.1062105894088745,0.4575434923171997,0.45597976446151733
0.10034316033124924,0.9627909064292908,0.8828932046890259,0.6404126286506653,0.5857836008071899,0.3828057646751404
0.0933692529797554,0.966239333152771,0.8962621092796326,0.6779886484146118,0.5566183924674988,0.390232115983963
0.08525430411100388,0.9686716198921204,0.9079003930091858,1.94743812084198,0.31498822569847107,0.46577078104019165
0.08572246879339218,0.9684060215950012,0.8950018882751465,0.7070786952972412,0.6078953146934509,0.3084481358528137
0.06856266409158707,0.9753637909889221,0.917765200138092,0.7896353602409363,0.6847224235534668,0.20090699195861816
0.10820192843675613,0.958378791809082,0.8852327466011047,1.289542317390442,0.702913224697113,0.028251245617866516
0.07302460819482803,0.9730687737464905,0.922795832157135,1.1735961437225342,0.702913224697113,0.05562477558851242
0.05347984656691551,0.9803254008293152,0.9408687353134155,1.1938745975494385,0.702913224697113,0.043739043176174164
0.04095377400517464,0.9843918681144714,0.9525942206382751,1.1445528268814087,0.6917006373405457,0.08273521810770035
