loss,accuracy,val_loss,val_accuracy
6.192607402801514,0.6634199023246765,2.844532012939453,0.790043294429779
2.101621627807617,0.8598484992980957,1.6456893682479858,0.8463203310966492
1.366940975189209,0.8728355169296265,1.1456990242004395,0.8939393758773804
0.9728761911392212,0.9025974273681641,0.9175342321395874,0.8722943663597107
0.8252211213111877,0.8901515007019043,0.7538436055183411,0.9090909361839294
0.7055591344833374,0.9036796689033508,0.7546343803405762,0.8679653406143188
0.6336199045181274,0.9053030014038086,0.6121742129325867,0.9047619104385376
0.5758512616157532,0.9128788113594055,0.6143205165863037,0.887445867061615
0.6029722094535828,0.8928571343421936,0.5961182713508606,0.9025974273681641
0.6074796915054321,0.8890692591667175,0.6092261075973511,0.8831169009208679
0.5613435506820679,0.9009740352630615,0.5484707355499268,0.9090909361839294
0.5134581327438354,0.9123376607894897,0.6006644368171692,0.8766233921051025
0.5302723050117493,0.9080086350440979,0.5666791200637817,0.8917748928070068
0.5346394777297974,0.8950216174125671,0.7623415589332581,0.7792207598686218
0.5614790916442871,0.8955627679824829,0.5889220237731934,0.8982684016227722
0.5035147666931152,0.9161255359649658,0.5585838556289673,0.8809523582458496
0.5179640650749207,0.9004328846931458,0.5303190350532532,0.9004328846931458
0.5304076671600342,0.9058441519737244,0.575104832649231,0.8787878751754761
0.4997766315937042,0.9085497856140137,0.5610800981521606,0.8744588494300842
0.5120627880096436,0.9047619104385376,0.5603694915771484,0.8787878751754761
0.46066173911094666,0.927489161491394,0.5107803344726562,0.9025974273681641
0.4718613028526306,0.9242424368858337,0.5656018853187561,0.8701298832893372
0.4818584620952606,0.9128788113594055,0.49163398146629333,0.9069263935089111
0.5201622843742371,0.9063853025436401,0.5570220351219177,0.8939393758773804
0.5012022852897644,0.915043294429779,0.5071188807487488,0.9069263935089111
0.4874647259712219,0.9177489280700684,0.4971620440483093,0.9155844449996948
0.4721255600452423,0.9188311696052551,0.4856571555137634,0.9090909361839294
0.4909297823905945,0.9069263935089111,0.6780798435211182,0.8311688303947449
0.487442284822464,0.9134199023246765,0.5376929044723511,0.8831169009208679
0.4824087619781494,0.9042207598686218,0.5018066763877869,0.9047619104385376
0.4503895938396454,0.9242424368858337,0.49315470457077026,0.9069263935089111
0.47990307211875916,0.911796510219574,0.5560165047645569,0.887445867061615
0.5265938639640808,0.8950216174125671,0.4917075037956238,0.9134199023246765
0.49785229563713074,0.9080086350440979,0.5056787729263306,0.9025974273681641
0.43594399094581604,0.9301947951316833,0.49291688203811646,0.9004328846931458
0.4627614915370941,0.9177489280700684,0.48351216316223145,0.9069263935089111
0.4562041759490967,0.9188311696052551,0.5313986539840698,0.8896104097366333
0.4774150252342224,0.9090909361839294,0.525673508644104,0.8982684016227722
0.4581272304058075,0.9247835278511047,0.47400081157684326,0.911255419254303
0.4628904163837433,0.9155844449996948,0.525394856929779,0.8896104097366333
0.4722798466682434,0.9096320271492004,0.511055052280426,0.8896104097366333
0.4467483460903168,0.9242424368858337,0.4773990213871002,0.9134199023246765
0.4702719449996948,0.9182900190353394,0.4774422347545624,0.9025974273681641
0.4455994665622711,0.9361472129821777,0.49348974227905273,0.8939393758773804
0.48321259021759033,0.9058441519737244,0.5179718732833862,0.9047619104385376
0.4458049237728119,0.923160195350647,0.5111005902290344,0.8852813839912415
0.46623876690864563,0.9177489280700684,0.5298259854316711,0.8787878751754761
0.4556759297847748,0.923701286315918,0.48168009519577026,0.9155844449996948
0.43732383847236633,0.9242424368858337,0.484000027179718,0.9177489280700684
0.4451334476470947,0.923701286315918,0.6062225699424744,0.8333333134651184
0.44718602299690247,0.9247835278511047,0.5708327889442444,0.850649356842041
0.46329233050346375,0.9188311696052551,0.4981527626514435,0.8961039185523987
0.46941640973091125,0.9161255359649658,0.47993120551109314,0.9047619104385376
0.46134573221206665,0.923160195350647,0.5120615363121033,0.8917748928070068
0.42746391892433167,0.9264069199562073,0.501782238483429,0.8917748928070068
0.43832623958587646,0.9296537041664124,0.4800749719142914,0.9004328846931458
0.43034204840660095,0.9253246784210205,0.48650234937667847,0.8961039185523987
0.45226413011550903,0.9177489280700684,0.4788924753665924,0.8982684016227722
0.427566796541214,0.9318181872367859,0.47309744358062744,0.9090909361839294
0.42198944091796875,0.9334415793418884,0.4550534188747406,0.9090909361839294
0.41160011291503906,0.9383116960525513,0.4709712564945221,0.9090909361839294
0.40897929668426514,0.9329004287719727,0.5024159550666809,0.8896104097366333
0.419587105512619,0.9280303120613098,0.4549201428890228,0.911255419254303
0.42984825372695923,0.9280303120613098,0.49814075231552124,0.8896104097366333
0.4324629008769989,0.9301947951316833,0.43563172221183777,0.9307359457015991
0.40537938475608826,0.9339826703071594,0.45515531301498413,0.9177489280700684
0.41981837153434753,0.9291125535964966,0.4589153230190277,0.9177489280700684
0.43306833505630493,0.926948070526123,0.45395830273628235,0.9199134111404419
0.4293725788593292,0.9296537041664124,0.5312333703041077,0.8831169009208679
0.4662567675113678,0.9069263935089111,0.46314212679862976,0.9264069199562073
0.4275768995285034,0.9264069199562073,0.4803595244884491,0.9134199023246765
0.4085367023944855,0.9404761791229248,0.45488566160202026,0.9155844449996948
0.416044682264328,0.9296537041664124,0.43033674359321594,0.9264069199562073
0.396654337644577,0.9442640542984009,0.4712832570075989,0.9090909361839294
0.4075537919998169,0.9334415793418884,0.44326356053352356,0.9242424368858337
0.3948332369327545,0.939393937587738,0.4853442907333374,0.8896104097366333
0.42819449305534363,0.9247835278511047,0.4711143672466278,0.9047619104385376
0.4252266585826874,0.9280303120613098,0.5010411143302917,0.8961039185523987
0.42630425095558167,0.9264069199562073,0.47075995802879333,0.911255419254303
0.4352610409259796,0.9204545617103577,0.4394208788871765,0.9220778942108154
0.42548543214797974,0.9345238208770752,0.47394493222236633,0.911255419254303
0.4092019498348236,0.9280303120613098,0.4345496892929077,0.9220778942108154
0.4168197512626648,0.9318181872367859,0.4611670672893524,0.9090909361839294
0.397725909948349,0.9442640542984009,0.4797741770744324,0.8961039185523987
0.43798011541366577,0.9253246784210205,0.45380115509033203,0.9285714030265808
0.429600328207016,0.9312770366668701,0.5219009518623352,0.8787878751754761
0.42451581358909607,0.9301947951316833,0.4637914001941681,0.911255419254303
0.41688239574432373,0.9312770366668701,0.4841648042201996,0.9025974273681641
0.433365136384964,0.9209956526756287,0.4487622082233429,0.9134199023246765
0.43496987223625183,0.9204545617103577,0.45960503816604614,0.9134199023246765
0.3880026042461395,0.9383116960525513,0.44907525181770325,0.9177489280700684
0.37784549593925476,0.9534631967544556,0.44802165031433105,0.9242424368858337
0.3868049383163452,0.9448052048683167,0.44702208042144775,0.9047619104385376
0.38657650351524353,0.9415584206581116,0.4425368010997772,0.9069263935089111
0.3954646587371826,0.9339826703071594,0.46647119522094727,0.8917748928070068
0.4315727651119232,0.9323592782020569,0.5357590913772583,0.8809523582458496
0.42177000641822815,0.9350649118423462,0.5017666816711426,0.8852813839912415
0.4134662449359894,0.9350649118423462,0.4539719521999359,0.911255419254303
0.3895789682865143,0.939393937587738,0.439814031124115,0.9220778942108154
0.4073820114135742,0.9350649118423462,0.48769834637641907,0.8852813839912415
