loss,accuracy,val_loss,val_accuracy
7.38706636428833,0.6672077775001526,3.9827778339385986,0.8073592782020569
3.0056934356689453,0.7949134111404419,2.209557056427002,0.8419913649559021
1.8649672269821167,0.8122294545173645,1.5428794622421265,0.8051947951316833
1.387973666191101,0.8219696879386902,1.1213159561157227,0.8809523582458496
1.1124629974365234,0.8365800976753235,1.083202838897705,0.8398268222808838
0.9710383415222168,0.8354978561401367,0.832240641117096,0.8722943663597107
0.867133617401123,0.8452380895614624,0.8206855654716492,0.8528138399124146
0.8251644372940063,0.8344155550003052,0.7506688833236694,0.8549783825874329
0.7659986019134521,0.850649356842041,0.6981874704360962,0.8744588494300842
0.7563169002532959,0.8419913649559021,0.698925793170929,0.8658008575439453
0.7180858254432678,0.851190447807312,0.7435044050216675,0.8376623392105103
0.6997647881507874,0.8538960814476013,0.6731780767440796,0.8701298832893372
0.6857140064239502,0.8490259647369385,0.6491376757621765,0.8831169009208679
0.7093049883842468,0.8338744640350342,0.7670148015022278,0.8181818127632141
0.7027893662452698,0.8436146974563599,0.7401695847511292,0.8376623392105103
0.6860257387161255,0.8501082062721252,0.6285421252250671,0.8701298832893372
0.6692309975624084,0.8544372320175171,0.7028371095657349,0.8333333134651184
0.6954530477523804,0.838203489780426,0.6056305170059204,0.8896104097366333
0.6554775238037109,0.8549783825874329,0.6222320795059204,0.8722943663597107
0.6663706302642822,0.8419913649559021,0.6149656176567078,0.8549783825874329
0.6764110922813416,0.8528138399124146,0.6043193340301514,0.8896104097366333
0.6674779057502747,0.8544372320175171,0.6262301206588745,0.8571428656578064
0.6551777124404907,0.8528138399124146,0.6116263270378113,0.8917748928070068
0.63066166639328,0.8701298832893372,0.6410074830055237,0.8549783825874329
0.6434229016304016,0.8566017150878906,0.6224375367164612,0.8766233921051025
0.6628566384315491,0.8501082062721252,0.5709685683250427,0.8982684016227722
0.6319179534912109,0.8560606241226196,0.5973239541053772,0.8809523582458496
0.6193104386329651,0.8668830990791321,0.6164757609367371,0.8701298832893372
0.6311585903167725,0.8603895902633667,0.5934782028198242,0.8787878751754761
0.6315398812294006,0.8652597665786743,0.6598565578460693,0.850649356842041
0.6217750906944275,0.8744588494300842,0.5984879732131958,0.8744588494300842
0.6446028351783752,0.8566017150878906,0.5834715366363525,0.8744588494300842
