loss,accuracy,f1-score,val_loss,val_accuracy,val_f1-score
0.2589063346385956,0.9504755139350891,0.1488959938287735,0.38923755288124084,0.9355971813201904,0.049607276916503906
0.07503369450569153,0.9849147796630859,0.3716312050819397,0.17672862112522125,0.9740605354309082,0.05404355376958847
0.051072292029857635,0.9856480956077576,0.49311384558677673,0.13079117238521576,0.9740605354309082,0.03401831164956093
0.040322527289390564,0.9872578978538513,0.5763739347457886,0.12052623182535172,0.9740605354309082,0.02600022591650486
0.034825388342142105,0.9881739616394043,0.6250401735305786,0.12502160668373108,0.9740605354309082,0.01752001978456974
0.0326138511300087,0.9883153438568115,0.6492457985877991,0.13635678589344025,0.9740605354309082,0.010657786391675472
0.029771607369184494,0.989040732383728,0.6794948577880859,0.1414187103509903,0.9740605354309082,0.00868176855146885
0.027625272050499916,0.9897003173828125,0.7009548544883728,0.1493963599205017,0.9740605354309082,0.00634545274078846
0.02856653742492199,0.9889577031135559,0.6991273760795593,0.1562206745147705,0.9740605354309082,0.004860634449869394
0.026584411039948463,0.9897206425666809,0.7134571671485901,0.15507858991622925,0.9740605354309082,0.005098232068121433
0.02619423158466816,0.9897233247756958,0.7181703448295593,0.16676153242588043,0.9740605354309082,0.0032350211404263973
0.02517615631222725,0.9901542067527771,0.7314553260803223,0.16774867475032806,0.9740605354309082,0.003116974839940667
0.024229658767580986,0.9904235005378723,0.7429565787315369,0.1770995408296585,0.9740605354309082,0.002174431225284934
0.023259837180376053,0.990756630897522,0.7523192167282104,0.18132203817367554,0.9740605354309082,0.0018460728460922837
0.02425251714885235,0.9903310537338257,0.7443240284919739,0.18901513516902924,0.9740605354309082,0.0013906833482906222
0.02335633523762226,0.9907028675079346,0.7516328692436218,0.198759064078331,0.9740605354309082,0.0010632944758981466
0.022333011031150818,0.9911219477653503,0.7637465000152588,0.1992446482181549,0.9740605354309082,0.0012173329014331102
0.02152092196047306,0.991364598274231,0.7716948986053467,0.1928587108850479,0.9740616679191589,0.0023817361798137426
0.02236199378967285,0.9910381436347961,0.7651103734970093,0.18008461594581604,0.9740695357322693,0.004595753736793995
0.021160323172807693,0.9915263056755066,0.7760429382324219,0.14760494232177734,0.974341869354248,0.053905583918094635
0.021016065031290054,0.9915727972984314,0.7772493362426758,0.13241314888000488,0.9746056795120239,0.08974435925483704
0.022154923528432846,0.9911250472068787,0.7673296928405762,0.07811031490564346,0.9774760603904724,0.2977959215641022
0.021014541387557983,0.9915461540222168,0.7792868614196777,0.09826061129570007,0.9757358431816101,0.19443762302398682
0.020376000553369522,0.991755485534668,0.7846418023109436,0.07095202803611755,0.9793654680252075,0.37486064434051514
0.019675496965646744,0.9920402765274048,0.7903985977172852,0.08596011996269226,0.9796350598335266,0.37118786573410034
0.018934419378638268,0.9923365116119385,0.7994066476821899,0.05916275829076767,0.9834741353988647,0.5277940034866333
0.018270662054419518,0.9926099181175232,0.8061105012893677,0.03317014500498772,0.9882100224494934,0.6750789880752563
0.018774716183543205,0.9923288822174072,0.800007700920105,0.046130940318107605,0.9856175780296326,0.6067328453063965
0.017515800893306732,0.9929015040397644,0.8145882487297058,0.033362291753292084,0.987995982170105,0.6748821139335632
0.01691761612892151,0.9931237101554871,0.8181858062744141,0.03644480183720589,0.9868254065513611,0.6413149833679199
